gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022400408,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (8:08 PM EST),period,start,1,0,1
0022400408,4,PT12M00.00S,1,1610612744,GSW,1631218,Jackson-Davis,T. Jackson-Davis,0,0,0,,0,,,0,h,Jump Ball Jackson-Davis vs. Davis: Tip to Christie,Jump Ball,,1,0,2
0022400408,7,PT11M41.00S,1,1610612747,LAL,2544,James,L. James,156,-5,16,Missed,1,,,0,v,MISS L. James 16' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,3
0022400408,8,PT11M37.00S,1,1610612744,GSW,203471,Schröder,D. Schröder,0,0,0,,0,,,0,h,Schroder REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,4
0022400408,9,PT11M25.00S,1,1610612744,GSW,201939,Curry,S. Curry,17,12,2,Made,1,2,0,2,h,Curry 2' Cutting Layup Shot (2 PTS) (Green 1 AST),Made Shot,Cutting Layup Shot,1,2,5
0022400408,11,PT11M04.00S,1,1610612747,LAL,2544,James,L. James,-1,57,6,Made,1,2,2,4,v,L. James 6' Hook Shot (2 PTS),Made Shot,Hook Shot,1,2,6
0022400408,12,PT10M45.00S,1,1610612744,GSW,203952,Wiggins,A. Wiggins,212,134,25,Missed,1,,,0,h,MISS Wiggins 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,7
0022400408,13,PT10M42.00S,1,1610612747,LAL,1630559,Reaves,A. Reaves,0,0,0,,0,,,0,v,Reaves REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,8
0022400408,14,PT10M34.00S,1,1610612747,LAL,2544,James,L. James,32,17,4,Made,1,2,4,6,v,L. James 4' Cutting Layup Shot (4 PTS) (Reaves 1 AST),Made Shot,Cutting Layup Shot,1,2,9
0022400408,16,PT10M24.00S,1,1610612744,GSW,203110,Green,D. Green,-235,32,24,Missed,1,,,0,h,MISS Green 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,10
0022400408,17,PT10M22.00S,1,1610612747,LAL,1629060,Hachimura,R. Hachimura,0,0,0,,0,,,0,v,Hachimura REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,11
0022400408,18,PT10M09.00S,1,1610612747,LAL,203076,Davis,A. Davis,20,77,8,Missed,1,,,0,v,MISS Davis 8' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,12
0022400408,19,PT10M05.00S,1,1610612744,GSW,203471,Schröder,D. Schröder,0,0,0,,0,,,0,h,Schroder REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,13
